website_visits,email_opens,company_size,days_since_signup,converted
1,11,Medium,51,Yes
26,10,Small,1,No
25,0,Medium,39,No
30,2,Enterprise,38,No
40,4,Medium,53,No
11,9,Medium,12,Yes
41,3,Enterprise,5,No
24,10,Medium,32,Yes
45,2,Small,56,Yes
46,3,Medium,9,Yes
31,4,Medium,8,No
35,4,Medium,52,No
37,3,Enterprise,48,Yes
13,3,Small,2,No
40,7,Medium,14,Yes
30,2,Medium,50,Yes
47,3,Medium,1,No
26,11,Medium,12,No
8,3,Enterprise,38,No
33,4,Medium,49,No
32,12,Medium,16,Yes
1,11,Small,41,No
27,9,Medium,48,No
23,10,Enterprise,15,No
19,9,Small,5,No
26,11,Enterprise,34,No
14,10,Enterprise,4,Yes
48,10,Small,39,No
32,9,Enterprise,54,Yes
21,8,Enterprise,42,Yes
43,6,Small,13,No
47,11,Medium,31,No
6,0,Medium,53,No
35,12,Medium,23,No
31,8,Small,41,No
32,10,Small,40,Yes
45,0,Small,23,No
40,9,Medium,39,No
4,5,Medium,49,No
31,2,Small,55,No
24,0,Medium,44,No
12,3,Medium,15,No
8,9,Enterprise,12,No
6,11,Small,58,Yes
48,4,Enterprise,53,No
9,12,Medium,15,Yes
24,9,Small,58,No
44,6,Medium,48,No
27,4,Small,54,No
18,9,Medium,53,Yes
35,12,Small,44,No
5,1,Medium,50,No
14,11,Small,54,Yes
20,6,Enterprise,20,Yes
31,6,Medium,18,No
33,0,Small,34,No
20,6,Medium,54,No
25,9,Medium,15,No
40,11,Medium,24,Yes
33,1,Medium,38,No
44,0,Small,51,No
9,7,Enterprise,7,Yes
3,0,Small,19,Yes
39,5,Small,16,No
33,12,Medium,34,Yes
36,12,Enterprise,54,No
27,7,Medium,37,No
18,4,Medium,13,No
45,12,Medium,11,No
38,11,Small,23,No
13,11,Small,52,Yes
47,7,Medium,38,No
10,7,Enterprise,8,No
22,8,Medium,40,No
23,10,Small,47,No
35,6,Small,52,No
43,9,Medium,18,No
33,5,Medium,22,No
39,9,Enterprise,13,Yes
16,1,Small,39,No
6,5,Medium,43,Yes
24,10,Medium,1,Yes
21,3,Enterprise,11,Yes
21,12,Medium,25,No
1,1,Small,58,No
34,10,Enterprise,31,No
28,3,Medium,37,No
22,2,Enterprise,9,Yes
43,0,Medium,47,No
25,0,Enterprise,7,No
18,7,Enterprise,47,Yes
49,4,Medium,51,No
35,12,Enterprise,28,Yes
8,8,Small,49,No
11,1,Medium,12,Yes
48,7,Small,42,Yes
31,12,Enterprise,40,Yes
49,5,Enterprise,22,Yes
4,8,Small,40,No
44,2,Small,46,Yes
43,12,Enterprise,27,No
14,2,Medium,47,No
20,1,Enterprise,29,No
36,2,Small,16,Yes
37,10,Enterprise,29,No
28,0,Enterprise,41,Yes
39,6,Medium,34,No
32,12,Small,2,No
41,9,Small,6,No
49,10,Medium,49,No
33,12,Enterprise,45,Yes
4,3,Medium,51,No
12,5,Enterprise,41,No
43,7,Small,59,Yes
37,12,Small,21,Yes
1,9,Medium,32,No
38,6,Enterprise,53,No
40,9,Enterprise,11,Yes
20,6,Medium,56,No
21,9,Medium,37,Yes
19,6,Medium,37,Yes
37,10,Medium,34,Yes
16,8,Enterprise,15,Yes
37,6,Small,15,No
8,11,Small,33,No
14,6,Small,40,No
12,4,Small,27,Yes
14,12,Small,51,No
1,3,Small,48,No
37,6,Small,37,No
46,8,Small,56,No
26,4,Small,48,No
13,7,Enterprise,47,Yes
47,8,Medium,2,Yes
41,2,Small,33,No
44,8,Small,26,Yes
39,3,Medium,43,No
28,3,Small,32,No
46,11,Medium,6,Yes
22,6,Medium,41,Yes
6,12,Small,35,Yes
37,5,Medium,17,Yes
42,0,Medium,45,No
48,12,Small,57,No
35,7,Enterprise,20,Yes
45,9,Small,8,Yes
21,3,Medium,15,No
40,1,Small,36,Yes
6,8,Enterprise,30,No
43,4,Enterprise,7,No
23,5,Medium,7,No
27,12,Enterprise,28,Yes
3,4,Medium,3,No
27,5,Medium,49,Yes
43,12,Medium,51,Yes
2,10,Medium,29,Yes
29,12,Small,40,No
1,11,Medium,46,No
41,3,Medium,24,Yes
40,2,Enterprise,53,No
23,12,Enterprise,55,No
27,12,Medium,40,Yes
37,6,Medium,13,No
4,3,Enterprise,16,No
34,11,Medium,26,Yes
29,4,Small,47,No
41,0,Medium,12,No
30,0,Small,5,Yes
4,3,Enterprise,20,No
16,12,Medium,46,No
26,5,Medium,17,No
28,5,Medium,33,Yes
9,11,Enterprise,2,No
35,11,Small,25,Yes
1,2,Enterprise,2,No
20,0,Small,47,No
33,12,Small,48,Yes
20,7,Small,34,Yes
9,7,Medium,5,Yes
12,6,Enterprise,42,No
20,9,Enterprise,45,No
18,9,Medium,45,Yes
27,2,Enterprise,29,No
10,7,Enterprise,53,Yes
8,8,Medium,12,No
21,7,Medium,57,Yes
44,2,Medium,51,No
44,0,Medium,50,No
34,1,Medium,20,No
49,11,Small,44,No
34,6,Enterprise,29,No
38,2,Enterprise,55,No
38,1,Medium,28,No
17,8,Enterprise,49,No
8,12,Small,9,No
3,1,Small,31,No
25,6,Enterprise,5,No
19,3,Small,5,No
35,3,Medium,17,No
30,7,Small,59,Yes
16,1,Small,17,No
34,4,Enterprise,57,No
34,12,Small,6,Yes
13,2,Medium,51,No
4,8,Enterprise,55,No
42,4,Enterprise,10,No
23,0,Small,10,No
20,3,Medium,21,No
2,6,Small,20,No
39,0,Medium,13,No
21,2,Small,3,Yes
34,4,Medium,33,No
16,6,Medium,2,Yes
34,8,Small,34,No
49,7,Small,55,No
31,7,Medium,42,No
40,10,Medium,25,Yes
16,10,Small,53,No
3,12,Small,28,No
27,10,Small,4,Yes
5,12,Enterprise,33,No
43,1,Small,7,No
6,12,Medium,35,Yes
25,10,Small,31,No
45,6,Small,43,No
3,6,Medium,20,No
40,6,Medium,11,No
42,11,Small,40,No
11,6,Small,15,No
6,3,Medium,24,Yes
37,7,Medium,6,Yes
31,10,Small,56,No
19,6,Enterprise,43,No
30,7,Medium,43,Yes
31,9,Medium,53,No
22,4,Enterprise,59,No
37,0,Small,14,No
11,12,Small,34,Yes
3,8,Small,57,No
37,6,Medium,23,Yes
28,11,Enterprise,10,Yes
2,0,Medium,21,No
12,10,Small,27,No
18,3,Enterprise,5,No
31,3,Enterprise,28,Yes
49,6,Medium,37,Yes
46,12,Medium,51,No
44,3,Small,45,No
9,4,Enterprise,23,Yes
11,5,Enterprise,1,No
23,9,Small,44,No
14,12,Small,59,No
26,5,Small,21,Yes
13,3,Medium,30,Yes
7,3,Small,28,No
15,4,Medium,27,No
31,10,Medium,43,No
9,9,Enterprise,20,No
45,12,Small,16,Yes
37,3,Medium,8,No
46,12,Small,57,No
11,9,Enterprise,16,Yes
46,6,Enterprise,2,No
36,10,Small,48,Yes
28,6,Small,49,Yes
10,2,Enterprise,23,No
1,9,Medium,41,Yes
31,7,Medium,57,Yes
21,11,Medium,8,No
21,0,Small,24,No
44,12,Enterprise,3,Yes
23,12,Medium,48,No
1,0,Medium,32,No
9,1,Small,59,No
9,2,Medium,29,No
34,12,Enterprise,5,No
6,2,Medium,2,No
2,12,Small,29,No
33,1,Enterprise,22,Yes
20,5,Small,55,No
15,11,Small,9,Yes
34,8,Small,23,No
26,0,Medium,4,No
41,8,Medium,42,Yes
10,10,Enterprise,24,No
2,5,Enterprise,12,Yes
13,11,Small,29,No
11,2,Small,49,No
21,8,Enterprise,57,Yes
33,10,Enterprise,54,Yes
35,0,Small,45,No
24,2,Medium,34,Yes
15,8,Small,8,Yes
31,0,Enterprise,37,No
34,6,Medium,33,No
26,11,Enterprise,21,No
11,8,Small,43,No
13,7,Small,6,No
1,6,Medium,38,No
38,7,Enterprise,42,Yes
32,12,Small,40,No
11,5,Enterprise,59,No
30,6,Small,38,No
33,7,Medium,35,Yes
2,9,Enterprise,39,Yes
8,11,Enterprise,41,No
48,1,Small,54,No
13,6,Medium,56,No
42,10,Small,14,Yes
27,3,Small,40,No
10,2,Small,42,No
45,2,Medium,26,No
18,5,Small,1,No
26,5,Medium,21,No
10,2,Medium,15,No
11,6,Medium,19,No
45,11,Small,30,No
39,11,Small,30,Yes
2,12,Enterprise,19,No
21,9,Small,20,No
5,11,Medium,57,Yes
2,9,Enterprise,33,Yes
22,8,Small,45,No
25,1,Medium,12,Yes
33,1,Enterprise,58,No
10,2,Small,17,No
23,2,Small,29,No
2,2,Medium,29,No
3,11,Enterprise,18,No
18,10,Small,35,No
13,1,Small,13,Yes
48,0,Enterprise,16,No
42,7,Enterprise,48,No
12,6,Enterprise,11,No
16,10,Small,25,Yes
39,4,Medium,3,Yes
19,12,Medium,49,No
16,1,Enterprise,21,No
2,6,Small,41,No
23,2,Enterprise,34,No
42,1,Small,53,Yes
23,0,Medium,9,No
30,5,Medium,55,No
43,0,Enterprise,20,No
5,6,Medium,33,No
39,9,Medium,29,No
30,5,Small,21,No
13,11,Medium,40,Yes
14,6,Enterprise,59,Yes
30,11,Small,17,Yes
21,4,Medium,9,No
16,10,Medium,14,Yes
36,8,Small,33,No
9,5,Small,27,Yes
47,4,Small,19,Yes
30,9,Medium,31,Yes
44,7,Small,25,Yes
14,10,Enterprise,45,Yes
24,5,Medium,19,Yes
31,4,Small,14,No
8,8,Enterprise,8,Yes
3,1,Small,1,Yes
31,5,Enterprise,11,No
7,6,Enterprise,22,No
20,7,Medium,17,No
26,12,Enterprise,1,Yes
13,5,Small,41,No
13,11,Small,18,Yes
8,6,Enterprise,44,No
4,5,Small,50,No
6,7,Enterprise,46,No
29,1,Medium,27,No
5,3,Small,29,No
10,3,Small,17,No
12,6,Medium,13,Yes
46,9,Enterprise,43,No
4,9,Small,50,No
34,6,Medium,14,Yes
8,6,Medium,42,Yes
44,2,Medium,59,No
38,2,Enterprise,37,No
31,1,Enterprise,27,No
42,4,Enterprise,50,No
20,2,Medium,5,Yes
34,12,Small,56,Yes
38,12,Enterprise,11,Yes
38,4,Enterprise,23,No
46,9,Medium,53,No
28,10,Enterprise,42,Yes
42,9,Enterprise,11,No
34,8,Small,55,No
42,1,Small,34,No
34,4,Medium,2,No
24,6,Small,1,No
34,10,Medium,17,Yes
44,0,Medium,28,Yes
1,2,Medium,32,No
4,0,Enterprise,42,No
41,8,Enterprise,44,Yes
10,3,Enterprise,55,Yes
17,5,Enterprise,35,No
43,1,Small,25,No
42,9,Medium,22,Yes
23,10,Small,17,No
20,8,Medium,1,No
1,12,Enterprise,10,Yes
30,1,Medium,27,No
28,6,Small,35,No
48,0,Medium,56,No
7,1,Medium,34,No
21,3,Medium,13,No
34,10,Enterprise,49,No
45,3,Enterprise,6,Yes
36,3,Small,29,No
47,10,Medium,25,No
18,2,Enterprise,51,No
45,6,Small,30,No
17,6,Small,50,Yes
36,10,Small,39,No
36,2,Medium,46,No
43,12,Enterprise,59,No
32,11,Small,29,Yes
26,1,Enterprise,11,Yes
21,12,Medium,12,No
11,0,Small,18,No
6,7,Enterprise,28,Yes
8,10,Enterprise,26,No
46,6,Small,46,Yes
24,4,Enterprise,35,No
29,12,Small,38,No
37,10,Small,56,Yes
42,9,Enterprise,8,No
3,0,Enterprise,28,Yes
35,3,Medium,24,Yes
45,8,Medium,56,Yes
45,3,Enterprise,37,No
7,7,Small,56,No
16,8,Enterprise,14,No
12,10,Small,11,Yes
21,7,Small,30,No
18,7,Medium,33,No
3,3,Small,35,No
28,0,Small,51,No
23,12,Enterprise,11,No
4,3,Small,28,No
4,6,Medium,44,No
16,12,Small,39,No
28,12,Medium,18,Yes
3,5,Medium,55,No
10,10,Small,43,No
24,10,Small,43,No
5,5,Small,42,No
26,11,Medium,40,No
30,10,Medium,55,No
24,4,Medium,56,No
33,11,Small,6,No
14,2,Enterprise,59,No
25,11,Medium,45,No
9,11,Enterprise,43,No
9,11,Enterprise,57,No
19,5,Medium,49,No
7,4,Small,59,No
12,1,Small,4,No
16,2,Medium,14,No
36,4,Medium,7,No
31,6,Enterprise,15,No
37,1,Small,20,No
44,10,Enterprise,43,Yes
10,8,Medium,30,No
2,10,Enterprise,26,Yes
49,5,Medium,29,Yes
1,9,Small,7,No
33,7,Enterprise,28,Yes
6,10,Enterprise,47,No
25,4,Enterprise,55,Yes
3,11,Small,31,No
39,8,Small,51,No
18,8,Enterprise,17,Yes
8,7,Enterprise,5,No
32,9,Small,59,No
10,1,Small,3,No
32,7,Medium,13,No
6,7,Enterprise,25,No
1,2,Small,54,No
24,0,Medium,30,No
47,7,Enterprise,16,No
14,11,Small,3,Yes
33,8,Small,58,No
38,0,Medium,17,Yes
29,10,Small,14,No
21,9,Small,50,Yes
9,9,Medium,48,No
3,11,Small,34,No
11,5,Enterprise,55,Yes
19,12,Small,1,Yes
21,5,Small,20,No
9,3,Medium,37,No
29,10,Small,2,Yes
48,1,Medium,2,No
43,9,Small,34,No
9,0,Medium,3,No
25,7,Small,28,No
38,7,Small,10,No
38,5,Enterprise,22,Yes
22,1,Enterprise,35,Yes
15,5,Small,9,No
34,4,Medium,23,No
6,11,Medium,21,No
48,9,Enterprise,26,Yes
21,11,Small,15,Yes
24,0,Enterprise,26,No
5,4,Enterprise,48,No
2,7,Enterprise,57,No
20,12,Enterprise,42,No
46,12,Medium,38,Yes
36,2,Small,2,No
21,1,Enterprise,4,Yes
32,8,Small,51,Yes
39,0,Medium,24,No
21,9,Enterprise,31,Yes
22,0,Medium,35,No
27,9,Small,15,No
43,0,Enterprise,59,No
45,9,Enterprise,56,Yes
36,10,Enterprise,19,No
44,3,Enterprise,57,No
49,4,Enterprise,51,No
18,6,Small,53,No
47,8,Enterprise,4,Yes
36,2,Medium,51,No
35,11,Enterprise,15,Yes
30,1,Small,42,No
13,9,Small,29,No
27,3,Enterprise,37,Yes
19,5,Enterprise,28,Yes
6,12,Enterprise,49,Yes
33,8,Small,11,Yes
6,4,Medium,26,No
14,2,Medium,37,No
11,6,Medium,16,No
23,3,Small,40,No
13,11,Medium,55,Yes
34,2,Medium,34,No
30,8,Enterprise,26,No
9,9,Medium,49,No
8,11,Medium,14,Yes
28,6,Medium,51,No
19,7,Medium,46,No
13,11,Medium,6,Yes
5,9,Enterprise,1,No
28,7,Enterprise,34,No
35,10,Small,46,Yes
17,6,Small,48,No
9,6,Medium,52,No
49,2,Small,38,No
15,1,Medium,43,No
21,11,Medium,36,No
47,6,Small,4,No
30,5,Medium,31,No
38,8,Enterprise,21,No
28,1,Small,47,No
18,5,Medium,8,No
29,4,Medium,57,No
21,1,Medium,15,No
32,5,Medium,53,No
30,7,Medium,12,No
33,4,Small,46,Yes
15,10,Medium,58,Yes
25,2,Enterprise,32,No
12,11,Enterprise,40,Yes
32,12,Medium,32,Yes
6,6,Small,11,Yes
40,10,Small,28,No
13,3,Enterprise,43,No
31,7,Enterprise,4,Yes
24,6,Small,29,No
35,11,Enterprise,10,Yes
35,9,Medium,29,Yes
38,7,Medium,56,Yes
34,0,Medium,42,No
46,2,Enterprise,9,No
4,3,Medium,15,No
31,6,Enterprise,48,Yes
46,11,Enterprise,26,Yes
25,10,Small,35,No
2,2,Enterprise,39,No
23,0,Medium,20,No
26,11,Enterprise,44,No
21,3,Small,40,No
14,11,Medium,36,No
42,0,Small,34,No
9,12,Medium,22,No
45,7,Enterprise,38,Yes
30,1,Medium,22,No
2,0,Small,28,No
13,6,Medium,4,No
9,7,Small,11,No
22,12,Enterprise,41,Yes
28,6,Medium,22,Yes
42,4,Medium,18,No
6,5,Small,47,No
41,9,Medium,50,Yes
34,4,Small,52,Yes
16,5,Enterprise,51,No
33,4,Enterprise,6,Yes
26,7,Enterprise,25,No
44,10,Small,10,Yes
36,4,Small,44,No
33,4,Enterprise,18,No
10,2,Medium,9,No
20,9,Enterprise,22,Yes
37,9,Small,31,No
13,11,Small,58,No
42,1,Small,31,No
47,1,Enterprise,54,No
16,5,Medium,30,Yes
16,12,Enterprise,41,No
9,0,Enterprise,54,No
48,3,Enterprise,49,No
39,2,Enterprise,47,No
6,0,Small,39,No
15,9,Enterprise,6,No
16,4,Medium,28,No
13,1,Medium,30,No
41,2,Small,53,No
35,3,Small,13,No
8,5,Medium,46,No
15,12,Small,54,Yes
21,1,Enterprise,59,No
32,8,Medium,14,Yes
33,9,Medium,27,No
47,10,Small,8,Yes
49,8,Medium,37,No
43,9,Enterprise,31,Yes
17,0,Medium,20,No
34,4,Small,35,No
4,12,Enterprise,47,No
23,12,Small,51,No
26,9,Enterprise,49,Yes
38,6,Small,13,No
46,9,Enterprise,56,Yes
31,1,Small,32,No
32,6,Medium,15,Yes
2,10,Enterprise,48,Yes
43,6,Small,31,No
28,1,Enterprise,9,Yes
10,1,Small,9,No
16,1,Enterprise,41,No
17,10,Medium,37,Yes
49,2,Enterprise,49,Yes
48,7,Medium,53,No
20,9,Small,10,No
26,4,Small,23,Yes
27,6,Medium,18,No
45,11,Small,36,No
3,11,Medium,10,No
20,5,Enterprise,59,Yes
29,8,Small,34,No
27,10,Enterprise,9,No
49,10,Small,34,No
26,9,Medium,7,Yes
6,5,Enterprise,53,No
25,4,Small,23,Yes
7,5,Small,12,No
44,3,Enterprise,45,Yes
5,1,Small,55,Yes
11,8,Enterprise,21,Yes
33,12,Enterprise,44,Yes
9,10,Small,3,Yes
9,8,Medium,1,No
28,10,Small,6,No
11,11,Medium,57,Yes
2,4,Enterprise,53,No
42,6,Enterprise,7,No
7,7,Small,8,Yes
3,0,Enterprise,41,No
22,9,Small,23,Yes
20,7,Enterprise,26,Yes
39,4,Enterprise,35,Yes
40,12,Medium,44,Yes
32,11,Small,32,No
48,6,Enterprise,47,No
9,0,Enterprise,59,No
17,4,Medium,27,No
13,10,Medium,5,No
39,9,Enterprise,6,Yes
6,8,Small,28,Yes
28,5,Medium,58,No
43,8,Enterprise,33,No
36,4,Enterprise,52,No
23,5,Enterprise,50,No
43,6,Small,49,No
13,10,Enterprise,17,No
27,12,Medium,39,Yes
45,10,Medium,58,Yes
30,10,Enterprise,13,No
21,11,Enterprise,25,Yes
35,9,Small,30,Yes
4,2,Enterprise,21,No
2,10,Enterprise,48,Yes
37,11,Small,43,No
31,11,Enterprise,48,Yes
3,8,Enterprise,51,Yes
20,0,Medium,15,Yes
41,9,Enterprise,12,Yes
34,2,Small,46,Yes
40,1,Small,52,No
27,8,Small,38,No
41,9,Medium,9,Yes
19,3,Enterprise,8,No
1,4,Medium,45,No
1,11,Small,37,Yes
23,8,Small,47,No
44,8,Small,38,No
38,11,Enterprise,48,Yes
4,3,Enterprise,46,No
22,4,Small,57,No
22,9,Small,22,Yes
32,7,Medium,34,No
9,7,Medium,36,No
35,1,Small,26,Yes
5,7,Medium,33,No
36,0,Small,54,No
5,7,Small,48,Yes
10,5,Enterprise,25,Yes
9,5,Small,50,Yes
25,8,Small,15,Yes
16,2,Medium,55,No
42,1,Enterprise,55,No
30,4,Medium,55,No
30,4,Enterprise,29,Yes
13,5,Enterprise,24,No
33,4,Enterprise,30,No
5,10,Small,53,No
46,12,Small,54,Yes
5,9,Enterprise,56,No
40,11,Small,57,No
9,10,Enterprise,54,No
45,5,Small,4,Yes
26,3,Small,59,No
39,4,Enterprise,37,No
33,0,Enterprise,13,Yes
26,7,Enterprise,57,Yes
39,0,Enterprise,4,No
16,0,Small,9,No
26,8,Small,39,No
40,7,Enterprise,34,No
23,2,Enterprise,1,No
8,10,Medium,40,Yes
15,7,Small,59,No
23,5,Small,15,Yes
37,3,Medium,12,No
48,10,Small,27,Yes
48,10,Small,18,No
30,4,Enterprise,16,No
24,6,Medium,54,Yes
47,5,Small,12,Yes
19,5,Medium,30,No
10,8,Medium,35,No
18,6,Small,14,Yes
24,4,Small,24,No
6,7,Enterprise,37,No
14,10,Medium,4,Yes
29,6,Small,10,Yes
27,3,Enterprise,23,No
47,11,Small,28,Yes
47,4,Small,38,No
30,5,Enterprise,21,Yes
38,7,Enterprise,55,No
18,0,Medium,7,No
41,5,Enterprise,11,No
13,7,Medium,58,No
13,4,Medium,22,No
44,8,Small,26,No
10,8,Enterprise,59,Yes
49,3,Enterprise,44,Yes
47,5,Small,15,No
27,5,Small,54,No
2,9,Enterprise,27,No
21,1,Medium,19,No
36,12,Small,15,Yes
9,8,Enterprise,54,No
47,9,Enterprise,55,No
42,2,Small,56,Yes
23,8,Small,3,No
22,10,Small,5,No
