first_order_value,orders_first_90_days,subscription_status,referral_count,segment
105.44,10,Subscriber,2,Premium
146.6,6,One-Time,2,Standard
118.69,1,One-Time,5,Standard
69.02,10,One-Time,3,Premium
80.02,3,One-Time,1,Standard
140.59,1,One-Time,1,Standard
124.52,1,One-Time,4,Standard
24.03,9,Subscriber,1,Standard
47.79,11,Subscriber,0,Standard
33.89,2,One-Time,4,Standard
90.43,7,One-Time,3,Premium
78.87,1,Subscriber,3,Standard
146.57,7,Subscriber,4,Premium
112.54,2,Subscriber,5,Premium
98.89,8,Subscriber,5,Premium
84,2,One-Time,0,Standard
121.48,2,Subscriber,4,Premium
39.3,6,Subscriber,1,Standard
23.71,9,One-Time,1,Standard
106.64,7,Subscriber,2,Premium
16.69,11,Subscriber,0,Standard
133.66,4,One-Time,1,Standard
65.68,2,Subscriber,5,Standard
134.18,6,One-Time,4,Premium
44.92,10,One-Time,1,Standard
135.47,1,Subscriber,1,Standard
139.46,9,Subscriber,2,Premium
125.03,1,One-Time,4,Standard
127.54,10,One-Time,0,Standard
137.92,8,One-Time,0,Premium
42.47,10,One-Time,0,Standard
36.87,11,One-Time,2,Standard
127.63,4,Subscriber,3,Premium
92.06,9,One-Time,1,Premium
130.59,6,One-Time,3,Premium
59.29,10,One-Time,0,Standard
43.03,3,One-Time,1,Budget
21.21,4,Subscriber,0,Standard
126.74,3,Subscriber,4,Premium
82.21,6,Subscriber,0,Premium
30.47,2,One-Time,3,Standard
108.89,11,One-Time,3,Premium
53.45,2,One-Time,4,Standard
92.32,4,Subscriber,1,Premium
52.44,7,Subscriber,4,Premium
99.88,1,Subscriber,1,Standard
130.51,7,One-Time,2,Premium
28.8,8,Subscriber,1,Standard
32.17,5,One-Time,0,Budget
107.41,6,One-Time,5,Premium
34.07,5,Subscriber,5,Standard
87.19,8,One-Time,0,Premium
103.59,8,One-Time,3,Premium
114.15,4,Subscriber,1,Premium
137.21,11,One-Time,2,Premium
130.78,11,Subscriber,2,Premium
33.3,4,Subscriber,3,Premium
80.74,5,One-Time,0,Standard
73.15,9,Subscriber,5,Premium
72.81,10,One-Time,0,Standard
63.69,3,Subscriber,1,Standard
36.67,7,One-Time,0,Standard
88.42,5,Subscriber,0,Premium
55.43,5,One-Time,4,Standard
57.85,6,Subscriber,0,Standard
34.46,7,One-Time,2,Standard
147.96,1,Subscriber,5,Premium
142.26,10,Subscriber,4,Premium
138.79,8,One-Time,3,Premium
20.22,4,Subscriber,4,Standard
18.19,11,Subscriber,2,Standard
136.84,11,Subscriber,5,Premium
89.56,8,Subscriber,2,Premium
86.77,2,Subscriber,3,Premium
73.96,4,Subscriber,0,Standard
95.72,7,One-Time,3,Premium
125.44,4,Subscriber,3,Premium
24.43,9,One-Time,4,Standard
145.85,6,Subscriber,0,Premium
45.26,4,Subscriber,0,Standard
137.48,10,One-Time,2,Premium
109.14,8,Subscriber,3,Premium
55.58,4,One-Time,4,Premium
45.95,6,One-Time,0,Budget
118.08,3,One-Time,5,Standard
142.26,3,Subscriber,5,Premium
47.63,3,One-Time,3,Standard
141.54,7,One-Time,1,Premium
63.04,6,Subscriber,1,Standard
100.09,9,Subscriber,1,Premium
114.26,6,Subscriber,3,Premium
104.92,3,One-Time,0,Standard
84.1,7,Subscriber,0,Premium
23.27,9,Subscriber,2,Standard
103.95,8,One-Time,1,Premium
44.75,11,Subscriber,3,Premium
43.48,9,One-Time,5,Premium
111.76,10,One-Time,2,Premium
106.41,8,One-Time,4,Premium
119.54,2,Subscriber,5,Premium
129.96,7,Subscriber,1,Premium
26.15,10,Subscriber,3,Standard
106.31,10,Subscriber,1,Premium
118.91,8,Subscriber,2,Premium
39.75,10,One-Time,4,Standard
144.79,10,One-Time,5,Premium
21.14,10,Subscriber,1,Standard
99.11,8,One-Time,3,Premium
130.57,8,Subscriber,2,Premium
120.13,4,Subscriber,3,Premium
32.19,9,One-Time,1,Standard
149.95,10,Subscriber,0,Premium
46.65,11,Subscriber,1,Premium
123.94,6,Subscriber,2,Premium
29.32,11,One-Time,4,Standard
77.17,6,Subscriber,4,Premium
97.22,5,Subscriber,2,Premium
57.67,2,Subscriber,0,Standard
120.87,4,One-Time,2,Standard
138.6,6,Subscriber,2,Premium
56.68,3,Subscriber,5,Premium
35.16,11,Subscriber,3,Premium
86.07,6,One-Time,3,Premium
131.81,7,One-Time,0,Premium
109.32,5,One-Time,3,Premium
126.09,4,Subscriber,1,Premium
145.9,4,One-Time,3,Premium
64.21,4,Subscriber,0,Standard
66.87,1,One-Time,2,Budget
56,7,Subscriber,3,Premium
63.97,8,Subscriber,4,Premium
142.11,3,Subscriber,0,Premium
127.15,6,One-Time,4,Premium
41.25,7,Subscriber,2,Standard
83.02,2,One-Time,0,Standard
107.07,10,Subscriber,1,Premium
43.65,3,One-Time,3,Standard
55.61,3,Subscriber,0,Standard
28.24,11,Subscriber,2,Standard
138.52,2,One-Time,4,Standard
116.09,6,One-Time,1,Standard
49.27,10,Subscriber,3,Premium
29.01,9,Subscriber,3,Premium
101.29,8,Subscriber,1,Premium
143.2,5,Subscriber,0,Premium
87.06,9,Subscriber,4,Premium
88.26,1,One-Time,0,Standard
116.18,5,One-Time,3,Premium
75.99,2,One-Time,1,Standard
59.12,10,One-Time,0,Standard
52.53,10,One-Time,2,Standard
59.41,4,One-Time,0,Standard
75.71,5,Subscriber,1,Standard
22.88,1,One-Time,5,Budget
43.42,2,One-Time,0,Budget
119.21,9,One-Time,0,Premium
105.02,2,Subscriber,1,Standard
103.6,6,Subscriber,5,Premium
68.27,9,Subscriber,5,Premium
15.58,11,Subscriber,5,Standard
48.06,11,One-Time,2,Standard
39.67,2,Subscriber,3,Standard
84.07,6,One-Time,0,Standard
57.1,2,One-Time,0,Standard
88.19,10,One-Time,2,Premium
69.99,7,One-Time,1,Premium
129.02,5,One-Time,5,Premium
116.1,4,One-Time,5,Premium
80.42,1,One-Time,3,Standard
137.87,3,Subscriber,0,Standard
138.18,11,Subscriber,2,Premium
72.11,11,Subscriber,1,Premium
93.33,5,Subscriber,3,Premium
29.46,7,One-Time,2,Standard
143.74,2,Subscriber,1,Standard
84.1,1,Subscriber,3,Premium
44.06,3,One-Time,4,Standard
138.52,2,One-Time,2,Standard
124.33,1,One-Time,5,Standard
20.63,9,Subscriber,5,Premium
58.03,6,One-Time,5,Standard
116.65,10,Subscriber,1,Premium
63.1,6,One-Time,5,Standard
60.43,9,Subscriber,3,Premium
148.76,1,Subscriber,1,Standard
138.07,5,Subscriber,5,Premium
108.75,10,Subscriber,4,Premium
107.45,4,One-Time,1,Standard
26.34,1,Subscriber,2,Standard
54.44,4,One-Time,1,Standard
45.64,5,One-Time,2,Standard
48.28,4,One-Time,3,Standard
59.63,8,Subscriber,1,Premium
77.17,1,Subscriber,5,Standard
148.33,2,Subscriber,1,Premium
139.25,9,One-Time,1,Premium
100.51,7,One-Time,5,Premium
52.18,4,Subscriber,5,Premium
67.5,8,Subscriber,4,Premium
68.83,11,Subscriber,0,Premium
42.78,3,One-Time,1,Standard
25.36,4,Subscriber,4,Standard
74.22,6,Subscriber,3,Premium
118.69,9,Subscriber,1,Premium
36.47,11,Subscriber,0,Standard
57.73,2,Subscriber,2,Standard
143.98,8,One-Time,5,Premium
65.09,7,One-Time,5,Premium
142.54,1,Subscriber,0,Standard
138.03,4,Subscriber,4,Premium
101.03,10,One-Time,0,Premium
43.85,2,One-Time,3,Standard
143.79,11,One-Time,3,Premium
111.88,9,Subscriber,4,Premium
40.29,1,Subscriber,3,Standard
32.6,8,Subscriber,4,Premium
149.57,8,One-Time,1,Premium
31.34,11,One-Time,3,Standard
40.65,8,Subscriber,2,Premium
148.1,2,One-Time,0,Standard
35.53,10,One-Time,1,Standard
99.23,8,Subscriber,5,Premium
88.89,2,Subscriber,4,Premium
49.61,4,One-Time,0,Standard
117.12,2,One-Time,0,Standard
77.5,9,One-Time,4,Premium
146.93,11,One-Time,1,Premium
32.87,1,Subscriber,1,Standard
71.73,9,One-Time,2,Standard
21.56,8,Subscriber,4,Premium
101.67,6,One-Time,1,Premium
22.04,1,Subscriber,4,Standard
128.4,10,Subscriber,5,Premium
97.13,3,One-Time,1,Standard
43.41,10,Subscriber,0,Standard
15.2,5,Subscriber,0,Standard
120.81,4,Subscriber,1,Premium
76.92,4,One-Time,2,Standard
28.23,7,One-Time,4,Standard
84.85,4,One-Time,1,Standard
128.81,10,Subscriber,0,Premium
115.53,2,One-Time,5,Premium
102.56,8,Subscriber,2,Premium
84.25,9,Subscriber,2,Premium
59.71,7,Subscriber,3,Premium
103.81,3,One-Time,0,Standard
112.04,7,Subscriber,3,Premium
141.2,1,One-Time,4,Standard
55.84,9,One-Time,3,Premium
70.28,2,Subscriber,0,Standard
115.08,11,Subscriber,3,Premium
53.58,5,One-Time,4,Standard
85.83,7,Subscriber,0,Premium
26.99,8,One-Time,5,Standard
77.63,9,Subscriber,3,Premium
90.43,9,One-Time,4,Premium
83.61,11,One-Time,3,Premium
114.6,2,Subscriber,3,Premium
88.08,5,Subscriber,0,Premium
115.23,4,One-Time,2,Premium
115.72,5,Subscriber,1,Premium
143.68,6,One-Time,1,Standard
80.58,6,One-Time,4,Premium
90.95,1,One-Time,5,Standard
148.43,3,Subscriber,4,Premium
22.54,6,Subscriber,2,Standard
42.43,1,One-Time,5,Budget
32.62,7,Subscriber,2,Standard
47.43,4,Subscriber,5,Premium
24.02,6,One-Time,5,Standard
114.12,6,One-Time,0,Standard
81.39,2,One-Time,0,Standard
75.51,2,Subscriber,3,Premium
73.16,11,One-Time,2,Standard
142.75,8,Subscriber,4,Premium
107.68,1,Subscriber,5,Premium
88.54,10,Subscriber,4,Premium
113.86,3,Subscriber,0,Premium
18,11,Subscriber,2,Standard
28.95,11,One-Time,3,Standard
27.79,7,Subscriber,5,Premium
17.84,1,Subscriber,5,Standard
73.47,9,One-Time,4,Premium
88.77,8,One-Time,3,Premium
48.25,6,One-Time,3,Standard
147.97,5,Subscriber,5,Premium
112.38,5,One-Time,3,Premium
148.77,8,One-Time,0,Premium
110.29,1,One-Time,5,Standard
48.76,3,Subscriber,5,Standard
67.73,5,Subscriber,5,Premium
94.68,8,One-Time,5,Premium
94.9,11,Subscriber,5,Premium
17.21,1,Subscriber,4,Standard
129.28,2,Subscriber,4,Premium
47.68,11,One-Time,1,Standard
112.68,11,Subscriber,4,Premium
51.07,5,One-Time,3,Standard
51.54,2,One-Time,2,Standard
112.16,9,One-Time,3,Premium
48.39,3,One-Time,2,Budget
44.96,1,Subscriber,0,Standard
104.14,10,Subscriber,0,Premium
98.01,10,Subscriber,1,Premium
97.84,2,Subscriber,1,Standard
114.11,6,One-Time,2,Standard
77.67,3,Subscriber,5,Premium
84.04,3,One-Time,2,Standard
40.5,2,One-Time,4,Standard
67.62,9,One-Time,2,Standard
131.24,4,One-Time,2,Standard
25.98,9,Subscriber,1,Standard
116.39,2,One-Time,4,Standard
75.78,7,Subscriber,3,Premium
61.26,2,Subscriber,4,Premium
82.7,4,One-Time,2,Premium
143.06,10,Subscriber,4,Premium
35.04,8,One-Time,1,Standard
117.16,10,One-Time,4,Premium
22.55,3,Subscriber,2,Standard
117.87,5,Subscriber,5,Premium
111.88,4,One-Time,2,Standard
115.93,1,Subscriber,2,Standard
138.61,7,Subscriber,2,Premium
116.65,10,Subscriber,0,Premium
85.47,7,Subscriber,0,Premium
51.41,4,Subscriber,0,Standard
91.48,8,One-Time,2,Premium
132.99,11,Subscriber,5,Premium
107.31,9,Subscriber,0,Premium
71.66,1,One-Time,1,Standard
142.18,2,Subscriber,1,Premium
29.44,1,One-Time,3,Budget
75.76,9,One-Time,1,Standard
40.63,2,One-Time,4,Standard
121.33,6,Subscriber,2,Premium
114,5,Subscriber,2,Premium
42.79,8,Subscriber,2,Standard
67.45,8,Subscriber,3,Premium
126.93,4,One-Time,0,Standard
132.33,9,One-Time,0,Premium
55.72,3,One-Time,5,Standard
73.95,11,One-Time,1,Standard
107.69,11,Subscriber,0,Premium
114.96,9,One-Time,0,Premium
82.93,10,Subscriber,1,Premium
75.48,9,Subscriber,0,Premium
142.03,6,Subscriber,4,Premium
143.64,11,Subscriber,3,Premium
74.04,1,Subscriber,2,Standard
131.46,1,One-Time,1,Standard
27.53,3,One-Time,2,Budget
73.93,11,Subscriber,2,Premium
102.56,9,One-Time,0,Standard
40.92,11,One-Time,5,Premium
123.01,7,Subscriber,2,Premium
81.47,10,One-Time,2,Premium
67.26,3,One-Time,3,Standard
114.86,8,One-Time,4,Premium
148.27,6,One-Time,1,Standard
107.93,5,One-Time,1,Standard
138.88,7,One-Time,2,Premium
77.75,2,Subscriber,0,Standard
94.49,2,Subscriber,4,Premium
76.72,10,One-Time,0,Standard
81.79,4,One-Time,1,Premium
60.02,10,One-Time,2,Standard
22.01,10,One-Time,4,Standard
126.73,6,Subscriber,5,Premium
91.61,4,One-Time,0,Standard
134.5,5,Subscriber,0,Premium
131.58,6,One-Time,5,Premium
101.71,9,Subscriber,4,Premium
95.38,4,One-Time,3,Premium
107.28,6,Subscriber,0,Premium
138.72,5,Subscriber,2,Premium
37.35,8,One-Time,0,Standard
133.98,10,One-Time,4,Premium
95.08,11,One-Time,3,Premium
22.87,2,One-Time,2,Budget
49.75,4,Subscriber,3,Standard
66.61,3,One-Time,5,Standard
79.67,4,One-Time,5,Premium
143.69,2,Subscriber,4,Premium
113.96,7,Subscriber,4,Premium
111.3,9,One-Time,5,Premium
125.52,7,One-Time,2,Premium
126.5,7,Subscriber,3,Premium
99.88,10,One-Time,0,Standard
47.98,5,One-Time,4,Standard
142.13,8,Subscriber,5,Premium
102.79,2,Subscriber,4,Premium
100.52,8,Subscriber,5,Premium
130.75,8,Subscriber,2,Premium
61.83,1,One-Time,1,Standard
129.23,10,Subscriber,3,Premium
51.97,11,One-Time,4,Premium
29.27,7,One-Time,0,Standard
108.27,4,Subscriber,5,Premium
137.9,10,One-Time,1,Premium
84.81,4,Subscriber,3,Premium
131.43,11,One-Time,0,Premium
118.62,1,One-Time,0,Standard
102.14,10,Subscriber,4,Premium
47.77,2,Subscriber,2,Standard
19.81,9,One-Time,1,Standard
147.49,1,One-Time,1,Standard
145.71,7,Subscriber,0,Premium
40.03,10,One-Time,4,Standard
103.11,7,Subscriber,2,Premium
21.07,8,Subscriber,2,Standard
72.42,4,One-Time,0,Standard
33.06,11,Subscriber,0,Standard
116.57,3,One-Time,5,Premium
17.66,6,Subscriber,2,Standard
71.48,7,Subscriber,1,Premium
78.36,5,One-Time,0,Standard
56.85,10,Subscriber,0,Premium
105.99,8,Subscriber,1,Premium
44.47,4,Subscriber,1,Standard
77.34,11,One-Time,5,Premium
83.78,6,One-Time,5,Premium
130.59,11,One-Time,1,Premium
116.71,5,Subscriber,1,Premium
140.31,10,One-Time,0,Premium
55.72,3,One-Time,1,Standard
24.86,3,Subscriber,5,Standard
79.42,10,One-Time,4,Premium
120.47,11,Subscriber,1,Premium
109.09,1,Subscriber,0,Standard
128.88,11,Subscriber,0,Premium
98.91,5,Subscriber,0,Premium
48.48,8,One-Time,3,Standard
104.07,10,One-Time,5,Premium
134.65,7,One-Time,4,Premium
141.39,5,Subscriber,1,Premium
43.85,3,One-Time,4,Standard
36.04,1,One-Time,2,Budget
18.45,5,One-Time,5,Standard
26.7,4,One-Time,4,Standard
121.62,4,Subscriber,1,Premium
43.5,4,Subscriber,4,Premium
42.35,3,Subscriber,5,Standard
17.62,10,One-Time,0,Standard
96.58,11,Subscriber,0,Premium
74.31,10,One-Time,3,Premium
96.25,7,One-Time,5,Premium
136.8,1,One-Time,1,Standard
130.62,9,Subscriber,4,Premium
122.93,3,One-Time,0,Standard
40.72,5,One-Time,1,Standard
128.68,10,One-Time,2,Premium
56.52,7,One-Time,2,Premium
99.33,8,Subscriber,3,Premium
141.28,4,One-Time,4,Premium
131.99,9,One-Time,3,Premium
42.69,1,One-Time,3,Budget
39.41,9,Subscriber,2,Premium
16.33,2,Subscriber,0,Standard
55.92,1,One-Time,5,Standard
32.46,1,Subscriber,1,Budget
130.16,8,One-Time,3,Premium
28.35,3,Subscriber,2,Standard
49.98,11,Subscriber,2,Premium
124.74,4,One-Time,0,Standard
128.25,3,One-Time,4,Standard
120.83,1,One-Time,4,Standard
42.31,8,Subscriber,1,Standard
78.91,10,One-Time,3,Premium
114.77,9,One-Time,1,Premium
62.18,11,Subscriber,0,Premium
127.79,2,Subscriber,3,Premium
96.63,1,Subscriber,1,Premium
25.02,6,One-Time,3,Standard
88.15,8,One-Time,1,Premium
148.21,6,Subscriber,3,Premium
28.7,8,Subscriber,0,Standard
127.7,8,One-Time,3,Premium
24.57,5,One-Time,5,Standard
66.96,7,One-Time,3,Premium
48.77,2,One-Time,2,Budget
105.71,2,Subscriber,4,Premium
65.15,10,One-Time,2,Standard
142.76,8,Subscriber,1,Premium
63.69,9,Subscriber,3,Premium
33.88,11,One-Time,3,Premium
62.59,10,One-Time,1,Premium
149.86,8,One-Time,5,Premium
109.96,7,One-Time,3,Premium
42.82,8,Subscriber,4,Premium
112.25,6,Subscriber,2,Premium
79.9,2,Subscriber,5,Standard
117.62,3,One-Time,5,Premium
85.35,3,Subscriber,3,Premium
44.78,9,Subscriber,5,Premium
119.78,9,Subscriber,0,Premium
75.22,7,Subscriber,5,Premium
128.98,6,Subscriber,1,Premium
136.27,5,Subscriber,5,Premium
74.52,1,Subscriber,4,Standard
146.52,3,One-Time,2,Standard
147.66,3,Subscriber,0,Standard
105.77,7,Subscriber,2,Premium
38.97,1,One-Time,3,Standard
21.62,2,Subscriber,1,Standard
119.73,8,Subscriber,2,Premium
117.49,8,One-Time,5,Premium
40.43,10,One-Time,2,Standard
93.56,1,Subscriber,0,Standard
51.54,2,One-Time,1,Standard
64.08,4,Subscriber,5,Premium
133.51,2,Subscriber,0,Premium
55.66,10,Subscriber,0,Premium
148,11,Subscriber,0,Premium
57.09,4,Subscriber,2,Standard
18.85,1,Subscriber,3,Standard
95.26,1,Subscriber,0,Standard
72.09,3,One-Time,5,Standard
24.25,5,One-Time,4,Standard
113.71,11,One-Time,3,Premium
60.84,10,One-Time,4,Premium
22.32,1,Subscriber,3,Standard
130.07,1,One-Time,5,Standard
45.52,8,Subscriber,2,Standard
120.04,2,One-Time,2,Standard
135.59,7,Subscriber,3,Premium
26.04,1,Subscriber,5,Standard
119.34,6,Subscriber,5,Premium
60.11,2,Subscriber,4,Premium
148.15,7,One-Time,4,Premium
22.82,10,One-Time,3,Standard
46.84,4,Subscriber,2,Standard
77.6,7,One-Time,5,Premium
126.4,8,One-Time,1,Premium
116.77,4,Subscriber,5,Premium
99.47,10,One-Time,4,Premium
58.66,10,One-Time,4,Premium
42.28,6,One-Time,0,Standard
78.62,4,One-Time,4,Standard
114.63,7,Subscriber,5,Premium
52.85,7,One-Time,2,Premium
114.82,9,One-Time,5,Premium
71.17,7,Subscriber,0,Premium
101.44,9,One-Time,2,Premium
62.54,11,One-Time,4,Premium
75.72,5,Subscriber,4,Premium
17.35,6,One-Time,4,Standard
108.04,3,Subscriber,5,Premium
74.67,9,One-Time,4,Premium
134.54,10,One-Time,5,Premium
144.99,10,One-Time,0,Premium
56.19,8,One-Time,3,Premium
54.98,5,One-Time,0,Standard
140.73,8,One-Time,0,Standard
67.65,4,One-Time,3,Standard
91.04,3,Subscriber,3,Premium
95.35,8,Subscriber,1,Premium
32.7,7,One-Time,1,Standard
147.99,4,One-Time,2,Standard
17.74,10,One-Time,2,Standard
37.36,3,One-Time,4,Standard
102.48,1,Subscriber,4,Premium
28.06,6,Subscriber,3,Standard
96.69,1,One-Time,0,Standard
64.85,11,Subscriber,1,Premium
20.51,5,Subscriber,0,Standard
109.37,6,One-Time,2,Premium
63.95,11,One-Time,1,Standard
25.73,3,One-Time,1,Budget
80.84,1,Subscriber,3,Premium
149.77,3,One-Time,1,Standard
43.84,10,Subscriber,3,Premium
51.69,7,Subscriber,2,Premium
100.77,9,One-Time,4,Premium
98.67,5,Subscriber,4,Premium
30.45,11,Subscriber,3,Premium
18.61,1,One-Time,1,Budget
78.5,9,Subscriber,3,Premium
77.55,7,One-Time,1,Standard
77.08,1,Subscriber,0,Standard
114.59,1,One-Time,5,Standard
94.76,9,Subscriber,1,Premium
47.57,10,One-Time,5,Standard
51,8,One-Time,1,Premium
134.01,4,Subscriber,1,Premium
23.77,5,Subscriber,3,Standard
22.12,6,One-Time,3,Standard
144.06,5,One-Time,5,Premium
105.22,9,Subscriber,5,Premium
93.92,8,Subscriber,0,Premium
117.54,1,Subscriber,1,Standard
70.3,8,Subscriber,5,Premium
39.43,6,Subscriber,4,Premium
116.21,10,Subscriber,5,Premium
130.22,9,Subscriber,3,Premium
32.42,2,Subscriber,5,Standard
60.88,4,Subscriber,5,Premium
145.37,3,One-Time,2,Standard
47.74,1,Subscriber,4,Standard
31.64,5,Subscriber,1,Standard
108.15,6,Subscriber,0,Premium
149.04,1,One-Time,0,Standard
46.24,3,One-Time,2,Standard
127.39,5,One-Time,5,Premium
86.8,2,One-Time,2,Standard
126.71,9,Subscriber,5,Premium
113.87,8,Subscriber,1,Premium
134.22,4,One-Time,5,Premium
137.98,5,One-Time,2,Standard
148.77,6,One-Time,5,Premium
106.58,10,One-Time,3,Premium
89.21,7,One-Time,1,Premium
47.09,9,One-Time,0,Standard
85.94,1,Subscriber,3,Premium
89.54,5,One-Time,0,Standard
25.89,6,Subscriber,0,Standard
57.84,3,Subscriber,1,Standard
128.5,1,One-Time,1,Standard
54.26,8,One-Time,4,Premium
36.24,8,One-Time,0,Standard
142.4,4,One-Time,5,Premium
46.51,4,One-Time,4,Standard
24.68,2,Subscriber,2,Standard
21.92,4,Subscriber,4,Standard
75.52,5,One-Time,2,Standard
133.77,9,One-Time,2,Premium
70.21,10,Subscriber,2,Premium
19.78,3,One-Time,0,Budget
88.45,5,One-Time,1,Standard
40.36,3,Subscriber,0,Standard
129.09,3,One-Time,3,Standard
84.68,4,One-Time,1,Standard
82.81,6,Subscriber,1,Premium
39.11,8,Subscriber,3,Premium
120.27,9,Subscriber,3,Premium
149.76,7,One-Time,1,Premium
103.73,6,One-Time,5,Premium
44.22,1,One-Time,0,Budget
115.68,9,Subscriber,5,Premium
21.16,3,One-Time,4,Standard
81.89,2,One-Time,1,Standard
28.85,10,Subscriber,4,Premium
134.42,7,Subscriber,3,Premium
18,8,Subscriber,2,Standard
32.47,10,Subscriber,1,Standard
16.21,4,Subscriber,0,Standard
119.92,1,Subscriber,1,Standard
82.87,9,One-Time,0,Premium
60.58,10,Subscriber,4,Premium
39.8,6,One-Time,1,Standard
61.57,10,Subscriber,2,Premium
94.7,2,Subscriber,1,Premium
117.01,6,Subscriber,5,Premium
127.02,6,One-Time,3,Premium
43.33,2,Subscriber,4,Standard
53.65,10,Subscriber,4,Premium
81.45,7,Subscriber,2,Premium
141.91,11,One-Time,2,Premium
63.95,5,Subscriber,1,Premium
131.37,8,Subscriber,1,Premium
102.31,6,Subscriber,1,Premium
42.29,6,Subscriber,2,Standard
117.68,10,One-Time,2,Premium
33.86,5,One-Time,1,Standard
135.32,10,One-Time,1,Premium
129.12,9,Subscriber,5,Premium
97.59,7,Subscriber,0,Premium
146.21,6,One-Time,0,Standard
70.94,7,Subscriber,4,Premium
84.26,8,One-Time,0,Premium
79.38,11,One-Time,3,Premium
120.03,11,One-Time,2,Premium
67.94,6,Subscriber,1,Premium
36.63,9,One-Time,1,Standard
96.56,6,One-Time,0,Standard
50.78,7,One-Time,3,Premium
40.32,10,One-Time,0,Standard
102.36,8,One-Time,2,Premium
21.8,8,Subscriber,3,Premium
135.37,3,Subscriber,5,Premium
120.7,1,One-Time,4,Standard
145.23,4,One-Time,2,Standard
45.89,2,Subscriber,1,Standard
85.35,7,Subscriber,3,Premium
77.66,2,Subscriber,4,Standard
139.49,2,Subscriber,0,Standard
21.5,5,One-Time,0,Budget
34.49,2,Subscriber,5,Standard
55.76,9,Subscriber,5,Premium
136.92,5,Subscriber,1,Premium
60.25,11,One-Time,3,Premium
97.9,9,One-Time,2,Premium
128.44,4,One-Time,0,Standard
122.56,3,Subscriber,4,Premium
66.27,4,Subscriber,4,Premium
104.92,11,Subscriber,3,Premium
86.54,1,One-Time,4,Standard
28.28,10,Subscriber,0,Standard
66.51,3,One-Time,4,Standard
16.26,11,Subscriber,2,Standard
105.07,2,Subscriber,0,Standard
16.06,8,One-Time,3,Standard
102.22,4,Subscriber,0,Premium
128.1,6,Subscriber,0,Premium
143.07,10,Subscriber,0,Premium
37.29,7,One-Time,5,Standard
107.64,10,Subscriber,1,Premium
64.52,8,One-Time,3,Premium
73.17,2,One-Time,3,Standard
22.75,11,One-Time,0,Budget
87.62,10,Subscriber,0,Premium
122.25,11,Subscriber,1,Premium
71.98,2,One-Time,3,Standard
126.47,4,Subscriber,2,Premium
32.27,8,Subscriber,0,Premium
130.53,1,One-Time,4,Standard
49,11,Subscriber,5,Premium
129.77,9,One-Time,4,Premium
70.43,5,One-Time,4,Standard
54.89,4,Subscriber,5,Premium
119.61,10,Subscriber,4,Premium
129.45,4,One-Time,0,Standard
116.12,5,Subscriber,2,Premium
73.92,8,One-Time,0,Standard
24.58,4,Subscriber,3,Standard
109.99,2,One-Time,3,Premium
89.8,9,One-Time,2,Premium
68.42,10,One-Time,0,Standard
83.75,9,One-Time,1,Premium
16.59,11,Subscriber,1,Standard
102.33,5,Subscriber,0,Premium
80.21,7,One-Time,4,Premium
110.66,7,Subscriber,3,Premium
149.8,9,One-Time,3,Premium
94.46,10,One-Time,2,Premium
50.58,5,Subscriber,2,Premium
114.11,1,One-Time,2,Standard
29.26,6,Subscriber,1,Standard
120.9,4,Subscriber,5,Premium
133.2,5,Subscriber,1,Premium
43.01,11,One-Time,5,Standard
120.03,7,One-Time,4,Premium
21.25,7,Subscriber,5,Premium
101.76,2,One-Time,3,Premium
79.22,4,One-Time,0,Standard
55.6,10,One-Time,3,Premium
126.62,2,One-Time,1,Standard
114.81,6,One-Time,5,Premium
78.63,9,One-Time,1,Standard
39.61,2,Subscriber,2,Standard
118.93,6,One-Time,1,Standard
132.58,3,One-Time,3,Standard
137.75,8,Subscriber,2,Premium
143.12,9,One-Time,0,Premium
35.19,6,One-Time,2,Standard
113.7,8,One-Time,3,Premium
32.66,9,One-Time,1,Standard
54.04,4,Subscriber,3,Premium
85.01,11,Subscriber,4,Premium
123.97,6,Subscriber,5,Premium
65.75,4,One-Time,3,Standard
45.5,7,Subscriber,5,Premium
42.35,7,Subscriber,1,Standard
38.87,1,One-Time,3,Standard
102.52,4,Subscriber,1,Premium
45.16,6,Subscriber,0,Standard
45.26,4,One-Time,0,Standard
119.46,9,One-Time,0,Premium
108.93,10,One-Time,4,Premium
134.83,11,One-Time,3,Premium
113.53,6,One-Time,0,Standard
24.28,3,One-Time,2,Budget
110.33,5,Subscriber,1,Premium
130.33,1,One-Time,2,Standard
72.38,2,One-Time,1,Standard
122.49,8,Subscriber,4,Premium
56.38,9,One-Time,5,Premium
106.86,8,Subscriber,1,Premium
94.09,1,Subscriber,1,Standard
56.49,6,Subscriber,0,Premium
129.92,11,Subscriber,2,Premium
93,9,Subscriber,5,Premium
70.29,9,One-Time,0,Standard
139.12,10,Subscriber,1,Premium
36.54,6,One-Time,3,Standard
60.3,8,One-Time,2,Premium
59.65,3,Subscriber,5,Premium
60.94,6,Subscriber,1,Standard
142.24,3,One-Time,0,Standard
130.23,2,Subscriber,4,Premium
78.43,1,Subscriber,5,Standard
57.43,3,One-Time,3,Standard
135.44,3,One-Time,5,Premium
40.02,4,Subscriber,4,Standard
75.06,7,Subscriber,5,Premium
137.53,11,One-Time,1,Premium
45.34,4,One-Time,3,Standard
55.27,2,Subscriber,1,Standard
30.8,9,One-Time,5,Standard
