respondent_id,task_id,alternative_id,chosen,Music Library,Audio Quality,Podcast Access,Social Features,Price Tier
49,2,3,0,100M+ songs,Lossless,Full Library,Shared Playlists,$5.99/mo
49,3,1,1,80M songs,High-Fi,Limited,Live Listening,$5.99/mo
49,3,2,0,50M songs,High-Fi,None,Shared Playlists,$5.99/mo
49,3,3,0,50M songs,Standard,None,None,Free w/ Ads
49,4,1,0,50M songs,Lossless,Full Library,Shared Playlists,$11.99/mo
49,4,2,1,80M songs,Lossless,Full Library,Live Listening,$5.99/mo
49,4,3,0,50M songs,High-Fi,None,None,$11.99/mo
49,5,1,0,100M+ songs,High-Fi,None,None,$11.99/mo
49,5,2,0,80M songs,Lossless,Limited,None,$5.99/mo
49,5,3,1,100M+ songs,High-Fi,Limited,Live Listening,$11.99/mo
49,6,1,0,80M songs,High-Fi,None,None,Free w/ Ads
49,6,2,1,100M+ songs,Lossless,Limited,Shared Playlists,$11.99/mo
49,6,3,0,80M songs,Standard,Full Library,None,$11.99/mo
49,7,1,1,100M+ songs,Lossless,Full Library,None,$5.99/mo
49,7,2,0,50M songs,Lossless,Limited,Shared Playlists,$5.99/mo
49,7,3,0,100M+ songs,Lossless,Full Library,None,$5.99/mo
49,8,1,0,80M songs,High-Fi,Limited,Shared Playlists,$5.99/mo
49,8,2,0,80M songs,Standard,Limited,Shared Playlists,$5.99/mo
49,8,3,1,100M+ songs,Standard,None,Live Listening,Free w/ Ads
50,1,1,0,80M songs,Standard,Full Library,Live Listening,$5.99/mo
50,1,2,0,80M songs,Standard,Limited,None,Free w/ Ads
50,1,3,1,50M songs,Lossless,Full Library,None,Free w/ Ads
50,2,1,0,50M songs,Standard,Full Library,Live Listening,$11.99/mo
50,2,2,0,50M songs,High-Fi,None,None,$11.99/mo
50,2,3,1,80M songs,Lossless,Full Library,Shared Playlists,$11.99/mo
50,3,1,0,100M+ songs,Standard,Full Library,None,Free w/ Ads
50,3,2,0,100M+ songs,High-Fi,Full Library,Live Listening,$11.99/mo
50,3,3,1,80M songs,Lossless,Full Library,None,Free w/ Ads
50,4,1,0,80M songs,High-Fi,None,Shared Playlists,$11.99/mo
50,4,2,0,100M+ songs,Lossless,Limited,Live Listening,$11.99/mo
50,4,3,1,80M songs,Standard,Limited,Shared Playlists,Free w/ Ads
50,5,1,1,80M songs,Lossless,Limited,Live Listening,Free w/ Ads
50,5,2,0,80M songs,Standard,Limited,Shared Playlists,Free w/ Ads
50,5,3,0,80M songs,Standard,Limited,Live Listening,Free w/ Ads
50,6,1,0,50M songs,Standard,None,Live Listening,Free w/ Ads
50,6,2,0,50M songs,High-Fi,None,None,$11.99/mo
50,6,3,1,50M songs,High-Fi,Full Library,Live Listening,Free w/ Ads
50,7,1,1,100M+ songs,Lossless,Full Library,None,Free w/ Ads
50,7,2,0,80M songs,Lossless,None,None,$11.99/mo
50,7,3,0,80M songs,Lossless,Full Library,Live Listening,Free w/ Ads
50,8,1,0,50M songs,High-Fi,Limited,Live Listening,$5.99/mo
50,8,2,1,50M songs,Lossless,Limited,None,Free w/ Ads
50,8,3,0,80M songs,Standard,Full Library,None,Free w/ Ads
51,1,1,1,100M+ songs,Lossless,Full Library,None,Free w/ Ads
51,1,2,0,50M songs,Lossless,Limited,Shared Playlists,$11.99/mo
51,1,3,0,50M songs,Lossless,Limited,None,$11.99/mo
51,2,1,0,100M+ songs,High-Fi,Limited,None,Free w/ Ads
51,2,2,0,50M songs,Standard,None,Live Listening,$11.99/mo
51,2,3,1,100M+ songs,Standard,Full Library,Shared Playlists,Free w/ Ads
51,3,1,0,80M songs,Standard,Limited,None,$5.99/mo
51,3,2,1,100M+ songs,Lossless,Full Library,None,$5.99/mo
51,3,3,0,100M+ songs,Lossless,None,None,$11.99/mo
51,4,1,0,100M+ songs,High-Fi,Full Library,Live Listening,Free w/ Ads
51,4,2,0,50M songs,High-Fi,Full Library,Shared Playlists,$5.99/mo
51,4,3,1,80M songs,Lossless,Full Library,Shared Playlists,Free w/ Ads
51,5,1,0,100M+ songs,Standard,None,None,$5.99/mo
51,5,2,0,50M songs,High-Fi,Limited,None,$5.99/mo
51,5,3,1,50M songs,Standard,Limited,Shared Playlists,Free w/ Ads
51,6,1,0,50M songs,High-Fi,Full Library,None,Free w/ Ads
51,6,2,1,100M+ songs,Lossless,Full Library,None,$11.99/mo
51,6,3,0,50M songs,Lossless,None,Shared Playlists,$11.99/mo
51,7,1,0,50M songs,Standard,Limited,Live Listening,Free w/ Ads
51,7,2,0,100M+ songs,Standard,Full Library,Shared Playlists,$5.99/mo
51,7,3,1,100M+ songs,Standard,None,Live Listening,$11.99/mo
51,8,1,0,80M songs,Standard,None,Shared Playlists,$5.99/mo
51,8,2,0,100M+ songs,High-Fi,None,Shared Playlists,$5.99/mo
51,8,3,1,100M+ songs,Lossless,Limited,None,Free w/ Ads
52,1,1,0,50M songs,High-Fi,Limited,None,Free w/ Ads
52,1,2,0,80M songs,Lossless,None,Live Listening,$11.99/mo
52,1,3,1,80M songs,Standard,Limited,Live Listening,Free w/ Ads
52,2,1,0,80M songs,High-Fi,None,None,$5.99/mo
52,2,2,1,100M+ songs,Lossless,Full Library,Shared Playlists,$11.99/mo
52,2,3,0,80M songs,High-Fi,Full Library,Shared Playlists,$5.99/mo
52,3,1,1,80M songs,Lossless,Full Library,Live Listening,$5.99/mo
52,3,2,0,50M songs,High-Fi,Limited,Shared Playlists,$11.99/mo
52,3,3,0,50M songs,High-Fi,Limited,Shared Playlists,$5.99/mo
52,4,1,0,50M songs,High-Fi,None,None,$5.99/mo
52,4,2,0,50M songs,Standard,Limited,Live Listening,$5.99/mo
52,4,3,1,80M songs,Standard,None,None,$11.99/mo
52,5,1,1,50M songs,Lossless,Full Library,Live Listening,$11.99/mo
52,5,2,0,100M+ songs,High-Fi,None,Live Listening,$5.99/mo
52,5,3,0,100M+ songs,High-Fi,None,Live Listening,$11.99/mo
52,6,1,1,100M+ songs,Lossless,Limited,Shared Playlists,$5.99/mo
52,6,2,0,50M songs,Lossless,Full Library,Shared Playlists,$11.99/mo
52,6,3,0,80M songs,High-Fi,None,Shared Playlists,$5.99/mo
52,7,1,0,100M+ songs,Lossless,None,Live Listening,Free w/ Ads
52,7,2,1,80M songs,Lossless,None,Shared Playlists,Free w/ Ads
52,7,3,0,80M songs,Standard,Limited,Shared Playlists,$5.99/mo
52,8,1,1,50M songs,Standard,None,None,$5.99/mo
52,8,2,0,80M songs,High-Fi,Limited,Live Listening,Free w/ Ads
52,8,3,0,50M songs,Lossless,Limited,Live Listening,$5.99/mo
53,1,1,0,50M songs,High-Fi,Full Library,Live Listening,$11.99/mo
53,1,2,0,50M songs,Standard,Full Library,Live Listening,$5.99/mo
53,1,3,1,100M+ songs,High-Fi,Full Library,Shared Playlists,Free w/ Ads
53,2,1,1,100M+ songs,Lossless,Limited,Live Listening,$5.99/mo
53,2,2,0,50M songs,Lossless,Full Library,None,$5.99/mo
53,2,3,0,50M songs,Standard,Full Library,Shared Playlists,Free w/ Ads
53,3,1,0,100M+ songs,Lossless,Limited,None,Free w/ Ads
53,3,2,1,80M songs,High-Fi,None,Shared Playlists,$5.99/mo
53,3,3,0,50M songs,Standard,Full Library,Live Listening,$11.99/mo
53,4,1,1,50M songs,Standard,None,Live Listening,$5.99/mo
53,4,2,0,100M+ songs,Lossless,None,Live Listening,$5.99/mo
53,4,3,0,50M songs,Lossless,Full Library,Live Listening,$11.99/mo
53,5,1,0,80M songs,Lossless,Limited,None,$5.99/mo
53,5,2,1,100M+ songs,Lossless,Full Library,None,$11.99/mo
53,5,3,0,100M+ songs,High-Fi,Limited,None,$11.99/mo
53,6,1,1,100M+ songs,High-Fi,None,Shared Playlists,$5.99/mo
53,6,2,0,80M songs,High-Fi,Full Library,None,Free w/ Ads
53,6,3,0,50M songs,High-Fi,None,Live Listening,$11.99/mo
53,7,1,0,80M songs,Lossless,None,Shared Playlists,$11.99/mo
53,7,2,0,50M songs,Standard,Limited,Live Listening,Free w/ Ads
53,7,3,1,100M+ songs,Lossless,Limited,Shared Playlists,Free w/ Ads
53,8,1,0,80M songs,Standard,Limited,Shared Playlists,$11.99/mo
53,8,2,1,50M songs,Standard,Limited,Shared Playlists,Free w/ Ads
53,8,3,0,100M+ songs,Lossless,Limited,Shared Playlists,$11.99/mo
54,1,1,0,50M songs,Lossless,None,Live Listening,$11.99/mo
54,1,2,1,50M songs,High-Fi,None,Shared Playlists,Free w/ Ads
54,1,3,0,50M songs,High-Fi,None,Shared Playlists,Free w/ Ads
54,2,1,0,100M+ songs,Lossless,None,Shared Playlists,$11.99/mo
54,2,2,0,50M songs,High-Fi,Limited,None,$11.99/mo
54,2,3,1,80M songs,Lossless,Limited,None,Free w/ Ads
54,3,1,0,100M+ songs,Lossless,Limited,Live Listening,$11.99/mo
54,3,2,1,100M+ songs,Standard,None,Live Listening,Free w/ Ads
54,3,3,0,50M songs,Lossless,None,None,Free w/ Ads
54,4,1,0,50M songs,Lossless,Limited,None,Free w/ Ads
54,4,2,1,50M songs,High-Fi,Full Library,Live Listening,$5.99/mo
54,4,3,0,100M+ songs,High-Fi,None,Shared Playlists,$5.99/mo
54,5,1,1,100M+ songs,High-Fi,Limited,Shared Playlists,$11.99/mo
54,5,2,0,80M songs,Standard,None,Shared Playlists,Free w/ Ads
54,5,3,0,80M songs,Standard,None,Shared Playlists,$11.99/mo
54,6,1,0,100M+ songs,High-Fi,Limited,Shared Playlists,$11.99/mo
54,6,2,0,100M+ songs,High-Fi,None,None,$5.99/mo
54,6,3,1,50M songs,Standard,Full Library,None,$5.99/mo
54,7,1,1,100M+ songs,Lossless,Limited,Live Listening,Free w/ Ads
54,7,2,0,50M songs,High-Fi,Limited,Live Listening,$11.99/mo
54,7,3,0,50M songs,High-Fi,Full Library,None,Free w/ Ads
54,8,1,0,100M+ songs,Standard,Full Library,Live Listening,$5.99/mo
54,8,2,1,100M+ songs,Lossless,Full Library,Live Listening,$5.99/mo
54,8,3,0,80M songs,High-Fi,Full Library,Live Listening,Free w/ Ads
55,1,1,0,80M songs,High-Fi,None,Shared Playlists,$5.99/mo
55,1,2,1,100M+ songs,Lossless,None,Live Listening,$5.99/mo
55,1,3,0,50M songs,Lossless,Full Library,None,Free w/ Ads
55,2,1,0,100M+ songs,Standard,Limited,Shared Playlists,$5.99/mo
55,2,2,0,50M songs,Standard,Full Library,None,$11.99/mo
55,2,3,1,80M songs,High-Fi,Full Library,Live Listening,$11.99/mo
55,3,1,0,100M+ songs,Lossless,Full Library,None,$11.99/mo
55,3,2,0,50M songs,High-Fi,Limited,Shared Playlists,Free w/ Ads
55,3,3,1,80M songs,High-Fi,None,Live Listening,$5.99/mo
55,4,1,0,100M+ songs,Standard,Full Library,None,$11.99/mo
55,4,2,0,50M songs,High-Fi,Limited,None,$5.99/mo
55,4,3,1,100M+ songs,Standard,Limited,Shared Playlists,Free w/ Ads
55,5,1,0,100M+ songs,Lossless,Full Library,Shared Playlists,$11.99/mo
55,5,2,0,50M songs,Standard,Full Library,Shared Playlists,Free w/ Ads
55,5,3,1,100M+ songs,Lossless,Limited,Live Listening,$11.99/mo
55,6,1,0,100M+ songs,Standard,None,None,$5.99/mo
55,6,2,1,100M+ songs,Lossless,Limited,Shared Playlists,$5.99/mo
55,6,3,0,100M+ songs,Standard,Full Library,Shared Playlists,Free w/ Ads
55,7,1,1,80M songs,Lossless,Limited,None,$5.99/mo
55,7,2,0,80M songs,High-Fi,None,None,$5.99/mo
55,7,3,0,80M songs,Standard,Limited,Live Listening,Free w/ Ads
55,8,1,0,80M songs,Lossless,None,Shared Playlists,$11.99/mo
55,8,2,1,100M+ songs,High-Fi,Limited,None,$5.99/mo
55,8,3,0,50M songs,Standard,Limited,None,$11.99/mo
56,1,1,1,50M songs,Lossless,None,None,$5.99/mo
56,1,2,0,50M songs,High-Fi,None,None,$11.99/mo
56,1,3,0,100M+ songs,Standard,Limited,Live Listening,$5.99/mo
56,2,1,0,50M songs,Standard,None,Shared Playlists,$11.99/mo
56,2,2,0,100M+ songs,High-Fi,Limited,Live Listening,$11.99/mo
56,2,3,1,100M+ songs,High-Fi,Limited,Live Listening,Free w/ Ads
56,3,1,1,50M songs,Lossless,None,Shared Playlists,Free w/ Ads
56,3,2,0,80M songs,Lossless,None,Shared Playlists,$11.99/mo
56,3,3,0,100M+ songs,Standard,Full Library,Live Listening,Free w/ Ads
56,4,1,1,80M songs,Lossless,Full Library,Shared Playlists,$11.99/mo
56,4,2,0,100M+ songs,Lossless,None,Live Listening,$11.99/mo
56,4,3,0,50M songs,Lossless,None,Shared Playlists,$5.99/mo
56,5,1,1,80M songs,Lossless,Limited,Shared Playlists,Free w/ Ads
56,5,2,0,50M songs,Lossless,Limited,Live Listening,Free w/ Ads
56,5,3,0,100M+ songs,High-Fi,Limited,Live Listening,Free w/ Ads
56,6,1,0,100M+ songs,Standard,Full Library,None,Free w/ Ads
56,6,2,0,100M+ songs,Lossless,Limited,Shared Playlists,$5.99/mo
56,6,3,1,80M songs,Standard,Full Library,Live Listening,Free w/ Ads
56,7,1,0,100M+ songs,High-Fi,None,Live Listening,$11.99/mo
56,7,2,0,100M+ songs,Lossless,Limited,None,Free w/ Ads
56,7,3,1,80M songs,Standard,Limited,Live Listening,$5.99/mo
56,8,1,0,50M songs,High-Fi,None,Live Listening,$11.99/mo
56,8,2,0,100M+ songs,Lossless,Limited,None,$11.99/mo
56,8,3,1,50M songs,High-Fi,Full Library,None,Free w/ Ads
57,1,1,1,50M songs,High-Fi,Full Library,None,Free w/ Ads
57,1,2,0,100M+ songs,Standard,Full Library,Shared Playlists,$11.99/mo
57,1,3,0,80M songs,High-Fi,Full Library,Shared Playlists,Free w/ Ads
57,2,1,0,50M songs,Standard,Limited,Live Listening,Free w/ Ads
57,2,2,1,50M songs,High-Fi,Full Library,Live Listening,$11.99/mo
57,2,3,0,50M songs,High-Fi,Full Library,Live Listening,$5.99/mo
57,3,1,1,80M songs,Lossless,Full Library,None,Free w/ Ads
57,3,2,0,80M songs,High-Fi,None,Shared Playlists,Free w/ Ads
57,3,3,0,80M songs,High-Fi,Limited,None,Free w/ Ads
57,4,1,0,100M+ songs,Standard,Full Library,Shared Playlists,Free w/ Ads
57,4,2,1,50M songs,Lossless,Full Library,Shared Playlists,Free w/ Ads
57,4,3,0,80M songs,High-Fi,None,Live Listening,$5.99/mo
57,5,1,0,50M songs,Lossless,Full Library,Shared Playlists,Free w/ Ads
57,5,2,0,80M songs,Lossless,Limited,Shared Playlists,Free w/ Ads
57,5,3,1,100M+ songs,Standard,Limited,Shared Playlists,$5.99/mo
57,6,1,0,80M songs,Standard,Full Library,Shared Playlists,Free w/ Ads
57,6,2,0,100M+ songs,High-Fi,Full Library,None,$5.99/mo
57,6,3,1,100M+ songs,High-Fi,None,None,$5.99/mo
57,7,1,0,50M songs,High-Fi,None,None,Free w/ Ads
57,7,2,1,80M songs,High-Fi,Full Library,Live Listening,$11.99/mo
57,7,3,0,50M songs,Standard,Full Library,Shared Playlists,$11.99/mo
57,8,1,0,50M songs,Standard,None,None,Free w/ Ads
57,8,2,1,50M songs,Standard,Limited,None,$5.99/mo
57,8,3,0,50M songs,Standard,Limited,Shared Playlists,$5.99/mo
58,1,1,1,80M songs,Lossless,None,Live Listening,$11.99/mo
58,1,2,0,80M songs,High-Fi,Full Library,Live Listening,$11.99/mo
58,1,3,0,50M songs,Lossless,Limited,Live Listening,$11.99/mo
58,2,1,0,80M songs,Lossless,None,Live Listening,$5.99/mo
58,2,2,0,80M songs,Standard,Full Library,None,$5.99/mo
58,2,3,1,50M songs,Lossless,Full Library,Shared Playlists,$11.99/mo
58,3,1,0,50M songs,Standard,Limited,None,$11.99/mo
58,3,2,0,80M songs,Standard,None,Shared Playlists,$5.99/mo
58,3,3,1,50M songs,Standard,Full Library,Shared Playlists,Free w/ Ads
58,4,1,0,100M+ songs,Standard,None,None,Free w/ Ads
58,4,2,1,100M+ songs,Standard,Full Library,Live Listening,Free w/ Ads
58,4,3,0,100M+ songs,High-Fi,None,None,$5.99/mo
58,5,1,0,80M songs,High-Fi,Full Library,Live Listening,$11.99/mo
58,5,2,0,100M+ songs,Standard,None,None,$11.99/mo
58,5,3,1,100M+ songs,High-Fi,Limited,None,$11.99/mo
58,6,1,0,80M songs,Lossless,Limited,None,$11.99/mo
58,6,2,0,50M songs,High-Fi,Limited,Live Listening,Free w/ Ads
58,6,3,1,80M songs,High-Fi,Limited,Shared Playlists,$11.99/mo
58,7,1,1,100M+ songs,Lossless,Full Library,None,$11.99/mo
58,7,2,0,100M+ songs,Standard,Full Library,Shared Playlists,$11.99/mo
58,7,3,0,80M songs,High-Fi,None,Shared Playlists,Free w/ Ads
58,8,1,1,80M songs,Lossless,Full Library,Live Listening,$5.99/mo
58,8,2,0,100M+ songs,Standard,Full Library,Live Listening,$5.99/mo
58,8,3,0,100M+ songs,High-Fi,Full Library,None,$5.99/mo
59,1,1,0,80M songs,High-Fi,None,Shared Playlists,Free w/ Ads
59,1,2,1,80M songs,Lossless,Limited,Live Listening,$5.99/mo
59,1,3,0,100M+ songs,Standard,None,Live Listening,$11.99/mo
59,2,1,0,50M songs,Lossless,Limited,None,Free w/ Ads
59,2,2,1,80M songs,High-Fi,Limited,None,$5.99/mo
59,2,3,0,80M songs,High-Fi,Limited,Shared Playlists,Free w/ Ads
59,3,1,0,50M songs,High-Fi,None,Live Listening,$5.99/mo
59,3,2,0,50M songs,Lossless,Full Library,Live Listening,Free w/ Ads
59,3,3,1,80M songs,Lossless,Full Library,Shared Playlists,$5.99/mo
59,4,1,0,80M songs,High-Fi,Full Library,None,$5.99/mo
59,4,2,0,100M+ songs,Lossless,Full Library,None,$5.99/mo
59,4,3,1,80M songs,Lossless,Full Library,Shared Playlists,Free w/ Ads
59,5,1,0,80M songs,Lossless,None,None,Free w/ Ads
59,5,2,0,50M songs,Standard,Full Library,Live Listening,$5.99/mo
59,5,3,1,80M songs,Standard,Full Library,Shared Playlists,Free w/ Ads
59,6,1,0,80M songs,Lossless,None,Shared Playlists,$5.99/mo
59,6,2,1,100M+ songs,High-Fi,Limited,None,Free w/ Ads
59,6,3,0,50M songs,Lossless,None,Live Listening,$5.99/mo
59,7,1,1,50M songs,Lossless,Limited,Shared Playlists,Free w/ Ads
59,7,2,0,80M songs,Standard,Full Library,Shared Playlists,$11.99/mo
59,7,3,0,80M songs,Standard,Full Library,Shared Playlists,$11.99/mo
59,8,1,0,80M songs,High-Fi,None,Shared Playlists,$11.99/mo
59,8,2,1,80M songs,Lossless,Full Library,Live Listening,Free w/ Ads
59,8,3,0,80M songs,Standard,None,Shared Playlists,$11.99/mo
60,1,1,1,80M songs,Standard,None,None,Free w/ Ads
60,1,2,0,80M songs,Lossless,Full Library,Live Listening,Free w/ Ads
60,1,3,0,100M+ songs,High-Fi,Limited,Shared Playlists,Free w/ Ads
60,2,1,1,50M songs,Standard,Full Library,None,$11.99/mo
60,2,2,0,100M+ songs,Lossless,Limited,Live Listening,$11.99/mo
60,2,3,0,100M+ songs,Standard,None,Shared Playlists,$11.99/mo
60,3,1,0,100M+ songs,Standard,None,Live Listening,$11.99/mo
60,3,2,1,50M songs,High-Fi,Limited,Live Listening,Free w/ Ads
60,3,3,0,100M+ songs,High-Fi,Limited,Live Listening,$5.99/mo
60,4,1,1,100M+ songs,Standard,Full Library,None,$5.99/mo
60,4,2,0,80M songs,Standard,Full Library,Shared Playlists,Free w/ Ads
60,4,3,0,50M songs,High-Fi,Limited,None,$11.99/mo
60,5,1,0,100M+ songs,High-Fi,Full Library,Shared Playlists,Free w/ Ads
60,5,2,1,80M songs,Standard,Full Library,Live Listening,$11.99/mo
60,5,3,0,100M+ songs,High-Fi,Full Library,Shared Playlists,$5.99/mo
60,6,1,0,50M songs,Lossless,Full Library,Live Listening,Free w/ Ads
60,6,2,1,80M songs,Lossless,Full Library,None,$11.99/mo
60,6,3,0,80M songs,High-Fi,Full Library,Live Listening,$11.99/mo
60,7,1,1,100M+ songs,Lossless,Limited,Shared Playlists,$5.99/mo
60,7,2,0,100M+ songs,High-Fi,Full Library,Shared Playlists,$5.99/mo
60,7,3,0,100M+ songs,High-Fi,None,Shared Playlists,$11.99/mo
60,8,1,0,100M+ songs,High-Fi,None,None,$5.99/mo
60,8,2,1,100M+ songs,Standard,Full Library,Shared Playlists,$11.99/mo
60,8,3,0,50M songs,Standard,None,None,$11.99/mo
61,1,1,0,80M songs,Lossless,Limited,Shared Playlists,$5.99/mo
61,1,2,0,100M+ songs,Standard,Limited,Shared Playlists,$11.99/mo
61,1,3,1,100M+ songs,High-Fi,Full Library,None,$11.99/mo
61,2,1,0,80M songs,Lossless,None,Shared Playlists,$11.99/mo
61,2,2,0,100M+ songs,Standard,None,Live Listening,Free w/ Ads
61,2,3,1,50M songs,Lossless,Limited,None,Free w/ Ads
61,3,1,1,80M songs,Lossless,Limited,Live Listening,$5.99/mo
61,3,2,0,80M songs,Lossless,Full Library,Live Listening,$11.99/mo
61,3,3,0,80M songs,Lossless,Full Library,None,$11.99/mo
61,4,1,1,80M songs,High-Fi,None,Shared Playlists,Free w/ Ads
61,4,2,0,80M songs,High-Fi,None,Live Listening,$5.99/mo
61,4,3,0,100M+ songs,High-Fi,Full Library,Live Listening,Free w/ Ads
61,5,1,0,100M+ songs,High-Fi,None,None,$11.99/mo
61,5,2,1,50M songs,Lossless,Full Library,Live Listening,$5.99/mo
61,5,3,0,100M+ songs,High-Fi,Full Library,Shared Playlists,$5.99/mo
61,6,1,0,50M songs,Lossless,None,None,$5.99/mo
61,6,2,0,50M songs,High-Fi,Limited,Live Listening,$11.99/mo
61,6,3,1,100M+ songs,Standard,None,Live Listening,$5.99/mo
61,7,1,0,80M songs,Standard,None,None,$11.99/mo
61,7,2,0,50M songs,Lossless,None,Shared Playlists,Free w/ Ads
61,7,3,1,80M songs,High-Fi,Full Library,None,Free w/ Ads
61,8,1,0,100M+ songs,Standard,Limited,Shared Playlists,$11.99/mo
61,8,2,0,80M songs,Lossless,None,None,$5.99/mo
61,8,3,1,80M songs,High-Fi,Full Library,Live Listening,$5.99/mo
62,1,1,0,50M songs,Lossless,Limited,None,$5.99/mo
62,1,2,1,80M songs,Lossless,Full Library,Live Listening,$5.99/mo
62,1,3,0,50M songs,Standard,Full Library,Shared Playlists,$11.99/mo
62,2,1,0,100M+ songs,Standard,Limited,Shared Playlists,$11.99/mo
62,2,2,1,100M+ songs,Lossless,None,None,$11.99/mo
62,2,3,0,50M songs,Lossless,Limited,None,$5.99/mo
62,3,1,0,80M songs,Standard,Limited,None,Free w/ Ads
62,3,2,1,100M+ songs,Lossless,Limited,None,$11.99/mo
62,3,3,0,50M songs,Lossless,Full Library,Live Listening,$11.99/mo
62,4,1,0,100M+ songs,Lossless,None,Shared Playlists,$5.99/mo
62,4,2,1,50M songs,Lossless,None,Shared Playlists,$5.99/mo
62,4,3,0,100M+ songs,Standard,Limited,Live Listening,$5.99/mo
62,5,1,1,80M songs,Standard,Limited,Shared Playlists,Free w/ Ads
62,5,2,0,50M songs,High-Fi,None,None,$11.99/mo
62,5,3,0,50M songs,Standard,Limited,Live Listening,Free w/ Ads
62,6,1,0,80M songs,Standard,Limited,Shared Playlists,$11.99/mo
62,6,2,1,80M songs,Lossless,Full Library,Live Listening,Free w/ Ads
62,6,3,0,50M songs,High-Fi,Limited,Live Listening,$5.99/mo
62,7,1,1,50M songs,Standard,Full Library,Shared Playlists,Free w/ Ads
62,7,2,0,80M songs,High-Fi,Limited,None,$5.99/mo
62,7,3,0,100M+ songs,Lossless,None,Shared Playlists,$5.99/mo
62,8,1,0,80M songs,High-Fi,None,None,$5.99/mo
62,8,2,0,50M songs,Lossless,Limited,Shared Playlists,$5.99/mo
62,8,3,1,100M+ songs,Lossless,Limited,Live Listening,$11.99/mo
63,1,1,0,50M songs,Standard,None,None,$5.99/mo
63,1,2,1,50M songs,Standard,Limited,None,$5.99/mo
63,1,3,0,50M songs,High-Fi,Full Library,Shared Playlists,$11.99/mo
63,2,1,1,80M songs,Lossless,None,Shared Playlists,Free w/ Ads
63,2,2,0,50M songs,Lossless,Full Library,Live Listening,$11.99/mo
63,2,3,0,50M songs,Standard,None,None,$5.99/mo
63,3,1,0,100M+ songs,Standard,Full Library,Shared Playlists,$5.99/mo
63,3,2,0,80M songs,Standard,None,Shared Playlists,Free w/ Ads
63,3,3,1,80M songs,Standard,None,None,$5.99/mo
63,4,1,0,80M songs,High-Fi,Limited,Live Listening,$11.99/mo
63,4,2,1,80M songs,Lossless,Limited,Live Listening,$5.99/mo
63,4,3,0,80M songs,Standard,Full Library,Shared Playlists,$11.99/mo
63,5,1,0,50M songs,Standard,Full Library,Live Listening,$11.99/mo
63,5,2,0,100M+ songs,High-Fi,Full Library,Live Listening,$11.99/mo
63,5,3,1,80M songs,Standard,Full Library,Shared Playlists,$5.99/mo
63,6,1,0,50M songs,Standard,Limited,None,$11.99/mo
63,6,2,0,80M songs,Lossless,None,None,$11.99/mo
63,6,3,1,100M+ songs,Standard,Full Library,Shared Playlists,$5.99/mo
63,7,1,0,50M songs,Lossless,Limited,Shared Playlists,Free w/ Ads
63,7,2,0,50M songs,Lossless,Full Library,Live Listening,$11.99/mo
63,7,3,1,50M songs,Standard,None,Live Listening,$5.99/mo
63,8,1,0,80M songs,Lossless,Full Library,Live Listening,$11.99/mo
63,8,2,1,50M songs,Lossless,None,None,$5.99/mo
63,8,3,0,100M+ songs,Lossless,None,None,$11.99/mo
64,1,1,0,80M songs,High-Fi,Limited,Shared Playlists,$5.99/mo
64,1,2,0,80M songs,High-Fi,Limited,Shared Playlists,Free w/ Ads
64,1,3,1,100M+ songs,Lossless,Limited,None,Free w/ Ads
64,2,1,0,100M+ songs,High-Fi,Full Library,None,$5.99/mo
64,2,2,1,100M+ songs,Standard,Full Library,Live Listening,Free w/ Ads
64,2,3,0,100M+ songs,High-Fi,Limited,None,$11.99/mo
64,3,1,0,100M+ songs,High-Fi,None,Shared Playlists,$5.99/mo
64,3,2,0,80M songs,Standard,Limited,Shared Playlists,$11.99/mo
64,3,3,1,80M songs,Standard,Full Library,Shared Playlists,Free w/ Ads
64,4,1,0,100M+ songs,Standard,Limited,Live Listening,$11.99/mo
64,4,2,0,100M+ songs,Lossless,Limited,None,$11.99/mo
64,4,3,1,80M songs,Lossless,Limited,Shared Playlists,Free w/ Ads
64,5,1,1,80M songs,Lossless,Full Library,None,$5.99/mo
64,5,2,0,100M+ songs,Lossless,Limited,Shared Playlists,$11.99/mo
64,5,3,0,50M songs,Lossless,None,Live Listening,Free w/ Ads
64,6,1,0,80M songs,High-Fi,None,Shared Playlists,$5.99/mo
64,6,2,0,80M songs,Standard,Limited,Shared Playlists,$11.99/mo
64,6,3,1,100M+ songs,High-Fi,None,Shared Playlists,Free w/ Ads
64,7,1,0,50M songs,Standard,Limited,Live Listening,$11.99/mo
64,7,2,1,100M+ songs,High-Fi,None,Shared Playlists,$11.99/mo
64,7,3,0,80M songs,High-Fi,Limited,None,$11.99/mo
64,8,1,0,100M+ songs,High-Fi,Full Library,None,$11.99/mo
64,8,2,0,100M+ songs,High-Fi,Limited,None,$5.99/mo
64,8,3,1,100M+ songs,High-Fi,Full Library,None,Free w/ Ads
65,1,1,0,80M songs,Lossless,None,Shared Playlists,$11.99/mo
65,1,2,0,80M songs,Standard,None,None,$5.99/mo
65,1,3,1,100M+ songs,Lossless,Full Library,Live Listening,Free w/ Ads
65,2,1,0,80M songs,Standard,Limited,Shared Playlists,Free w/ Ads
65,2,2,0,50M songs,Standard,Limited,Live Listening,$5.99/mo
65,2,3,1,80M songs,Standard,Limited,Shared Playlists,$5.99/mo
65,3,1,0,50M songs,Lossless,None,None,$5.99/mo
